TrackID,ParentID,AncestorID,ProgenyID,Generation,Fate,BirthTime,StopTime,Lifetime,Initial_Fluorescence,Final_Fluorescence,Initial_Differentiation,Final_Differentiation,Initial_Morphology,Final_Morphology,Initial_Binucleation,Final_Binucleation
103.000000,98.000000,4.000000,9.000000,3.000000,1.000000,2.708194,3.638750,0.930556,NA,NA,NA,NA,NA,NA,NA,NA
104.000000,99.000000,4.000000,10.000000,3.000000,1.000000,2.805417,4.077199,1.271782,NA,NA,NA,NA,NA,NA,NA,NA
105.000000,99.000000,4.000000,11.000000,3.000000,1.000000,2.805417,3.938287,1.132870,NA,NA,NA,NA,NA,NA,NA,NA
106.000000,100.000000,4.000000,12.000000,3.000000,1.000000,3.222095,4.729965,1.507870,NA,NA,NA,NA,NA,NA,NA,NA
107.000000,100.000000,4.000000,13.000000,3.000000,1.000000,3.222095,4.466065,1.243970,NA,NA,NA,NA,NA,NA,NA,NA
108.000000,101.000000,4.000000,14.000000,3.000000,1.000000,3.374861,5.035509,1.660648,NA,NA,NA,NA,NA,NA,NA,NA
109.000000,101.000000,4.000000,15.000000,3.000000,1.000000,3.374861,4.979954,1.605093,NA,NA,NA,NA,NA,NA,NA,NA
110.000000,103.000000,4.000000,18.000000,4.000000,1.000000,3.652627,5.382743,1.730116,NA,NA,NA,NA,NA,NA,NA,NA
111.000000,103.000000,4.000000,19.000000,4.000000,1.000000,3.652627,5.327176,1.674549,NA,NA,NA,NA,NA,NA,NA,NA
112.000000,102.000000,4.000000,16.000000,4.000000,1.000000,3.680405,5.063287,1.382882,NA,NA,NA,NA,NA,NA,NA,NA
113.000000,102.000000,4.000000,17.000000,4.000000,1.000000,3.680405,5.660509,1.980104,NA,NA,NA,NA,NA,NA,NA,NA
114.000000,105.000000,4.000000,22.000000,4.000000,1.000000,3.952176,5.452187,1.500012,NA,NA,NA,NA,NA,NA,NA,NA
115.000000,105.000000,4.000000,23.000000,4.000000,1.000000,3.952176,5.299398,1.347222,NA,NA,NA,NA,NA,NA,NA,NA
116.000000,104.000000,4.000000,20.000000,4.000000,1.000000,4.091065,6.117720,2.026655,NA,NA,NA,NA,NA,NA,NA,NA
117.000000,104.000000,4.000000,21.000000,4.000000,1.000000,4.091065,5.743843,1.652778,NA,NA,NA,NA,NA,NA,NA,NA
118.000000,107.000000,4.000000,26.000000,4.000000,1.000000,4.479942,6.492940,2.012998,NA,NA,NA,NA,NA,NA,NA,NA
119.000000,107.000000,4.000000,27.000000,4.000000,1.000000,4.479942,6.798692,2.318750,NA,NA,NA,NA,NA,NA,NA,NA
120.000000,106.000000,4.000000,24.000000,4.000000,0.000000,4.743843,8.923681,4.179838,NA,NA,NA,NA,NA,NA,NA,NA
121.000000,106.000000,4.000000,25.000000,4.000000,1.000000,4.743843,6.937546,2.193704,NA,NA,NA,NA,NA,NA,NA,NA
122.000000,109.000000,4.000000,30.000000,4.000000,0.000000,4.993843,8.923681,3.929838,NA,NA,NA,NA,NA,NA,NA,NA
123.000000,109.000000,4.000000,31.000000,4.000000,0.000000,4.993843,8.923681,3.929838,NA,NA,NA,NA,NA,NA,NA,NA
124.000000,114.000000,4.000000,44.000000,5.000000,2.000000,5.466065,8.326447,2.860382,NA,NA,NA,NA,NA,NA,NA,NA
125.000000,114.000000,4.000000,45.000000,5.000000,0.000000,5.466065,8.923681,3.457616,NA,NA,NA,NA,NA,NA,NA,NA
126.000000,115.000000,4.000000,46.000000,5.000000,0.000000,5.313287,8.923681,3.610394,NA,NA,NA,NA,NA,NA,NA,NA
127.000000,115.000000,4.000000,47.000000,5.000000,1.000000,5.313287,7.368102,2.054815,NA,NA,NA,NA,NA,NA,NA,NA
128.000000,116.000000,4.000000,40.000000,5.000000,0.000000,6.131609,8.923681,2.792072,NA,NA,NA,NA,NA,NA,NA,NA
129.000000,116.000000,4.000000,41.000000,5.000000,0.000000,6.131609,8.923681,2.792072,NA,NA,NA,NA,NA,NA,NA,NA
130.000000,118.000000,4.000000,52.000000,5.000000,0.000000,6.506840,8.923681,2.416840,NA,NA,NA,NA,NA,NA,NA,NA
131.000000,118.000000,4.000000,53.000000,5.000000,0.000000,6.506840,8.923681,2.416840,NA,NA,NA,NA,NA,NA,NA,NA
132.000000,119.000000,4.000000,54.000000,5.000000,0.000000,6.812546,8.923681,2.111134,NA,NA,NA,NA,NA,NA,NA,NA
133.000000,119.000000,4.000000,55.000000,5.000000,0.000000,6.812546,8.923681,2.111134,NA,NA,NA,NA,NA,NA,NA,NA
134.000000,121.000000,4.000000,50.000000,5.000000,0.000000,6.951470,8.923681,1.972211,NA,NA,NA,NA,NA,NA,NA,NA
135.000000,121.000000,4.000000,51.000000,5.000000,0.000000,6.951470,8.923681,1.972211,NA,NA,NA,NA,NA,NA,NA,NA
136.000000,113.000000,4.000000,34.000000,5.000000,0.000000,5.674398,8.923681,3.249282,NA,NA,NA,NA,NA,NA,NA,NA
137.000000,113.000000,4.000000,35.000000,5.000000,0.000000,5.674398,5.784213,0.109815,NA,NA,NA,NA,NA,NA,NA,NA
138.000000,117.000000,4.000000,42.000000,5.000000,1.000000,5.784213,8.118113,2.333900,NA,NA,NA,NA,NA,NA,NA,NA
139.000000,117.000000,4.000000,43.000000,5.000000,0.000000,5.784213,8.895891,3.111678,NA,NA,NA,NA,NA,NA,NA,NA
